wavenumber(cm-1),absorbance
215.5096,0.5801742833333333
215.9918,0.5782278499999999
216.4739,0.5762322666666666
216.956,0.5742505333333333
217.4381,0.5723776333333334
217.9203,0.5706895166666667
218.4024,0.5692065166666667
218.8845,0.5678885
219.3666,0.5666558333333334
219.8488,0.5654262333333333
220.3309,0.5641451666666667
220.813,0.5628006833333333
221.2951,0.5614166666666667
221.7773,0.5600352166666667
222.2594,0.5586963333333334
222.7415,0.5574283333333333
223.2236,0.5562467
223.7057,0.5551625666666666
224.1879,0.5541865833333334
224.67,0.5533289666666666
225.1521,0.5525914
225.6342,0.5519586833333333
226.1164,0.5513918333333333
226.5985,0.5508348166666667
227.0806,0.5502278500000001
227.5627,0.5495275333333334
228.0449,0.5487211333333334
228.527,0.5478282499999999
229.0091,0.5468899166666666
229.4912,0.5459509833333334
229.9734,0.5450419333333333
230.4555,0.5441720999999999
230.9376,0.5433301333333334
231.4197,0.5424930166666666
231.9019,0.5416337999999999
232.384,0.5407281166666666
232.8661,0.5397545499999999
233.3482,0.5386942333333334
233.8304,0.5375314166666666
234.3125,0.5362579
234.7946,0.5348805666666666
235.2767,0.5334280666666666
235.7589,0.5319492666666666
236.241,0.5305040333333332
236.7231,0.5291461166666667
237.2052,0.5279063333333333
237.6873,0.5267819
238.1695,0.5257385666666666
238.6516,0.5247254666666666
239.1337,0.5236974166666667
239.6158,0.5226337500000001
240.098,0.5215477000000001
240.5801,0.5204800166666667
241.0622,0.5194824666666668
241.5443,0.51859555
242.0265,0.5178329
242.5086,0.51717545
242.9907,0.5165803000000001
243.4728,0.51599425
243.955,0.5153717333333333
244.4371,0.5146862833333334
244.9192,0.5139354166666666
245.4013,0.5131369
245.8835,0.5123217666666666
246.3656,0.5115256166666666
246.8477,0.5107837833333334
247.3298,0.5101265666666667
247.812,0.5095749333333334
248.2941,0.5091382166666666
248.7762,0.5088110833333334
249.2583,0.5085724666666667
249.7404,0.5083888833333333
250.2226,0.50822025
250.7047,0.50802885
251.1868,0.5077864499999999
251.6689,0.5074791333333334
252.1511,0.5071072499999999
252.6332,0.5066821666666667
253.1153,0.5062200666666667
253.5974,0.5057358
254.0796,0.5052385500000001
254.5617,0.50473085
255.0438,0.5042090166666666
255.5259,0.5036662666666666
256.0081,0.50309455
256.4902,0.5024865
256.9723,0.5018357
257.4544,0.5011382000000001
257.9366,0.5003932333333333
258.4187,0.49960535
258.9008,0.4987835
259.3829,0.49793969999999993
259.8651,0.4970852166666668
260.3472,0.49622845000000004
260.8293,0.49537298333333335
261.3114,0.4945204333333333
261.7935,0.4936738666666667
262.2757,0.49284313333333335
262.7578,0.4920453833333333
263.2399,0.4913029666666666
263.722,0.49063698333333333
264.2042,0.49005989999999994
264.6863,0.4895703166666667
265.1684,0.4891529833333334
265.6505,0.48878364999999996
266.1327,0.4884391833333334
266.6148,0.4881050333333334
267.0969,0.4877809
267.579,0.48747985
268.0612,0.48722233333333337
268.5433,0.4870274833333334
269.0254,0.48690645
269.5075,0.4868590499999999
269.9897,0.4868758333333334
270.4718,0.48694258333333335
270.9539,0.48704509999999995
271.436,0.48717218333333334
271.9182,0.4873169833333333
272.4003,0.4874746333333333
272.8824,0.48764199999999996
273.3645,0.48781645
273.8467,0.48799789999999993
274.3288,0.4881887999999999
274.8109,0.4883944500000001
275.293,0.48861938333333327
275.7752,0.4888626333333333
276.2573,0.4891134
276.7394,0.48934896666666666
277.2215,0.48953745
277.7037,0.48964596666666677
278.1858,0.4896491166666666
278.6679,0.48953935000000004
279.15,0.4893280666666667
279.6322,0.48904276666666663
280.1143,0.48871788333333327
280.5964,0.4883856166666667
281.0785,0.4880677
281.5607,0.48777326666666676
282.0428,0.4874996333333333
282.5249,0.48723718333333327
283.007,0.4869733666666667
283.4892,0.4866974833333333
283.9713,0.48640208333333335
284.4534,0.48608473333333335
284.9355,0.48574865000000006
285.4177,0.48540348333333333
285.8998,0.48506473333333333
286.3819,0.48475286666666667
286.864,0.4844893666666667
287.3462,0.48429279999999997
287.8283,0.48417375
288.3104,0.48413343333333336
288.7925,0.48416508333333325
289.2747,0.48425918333333334
289.7568,0.4844092
290.2389,0.48461538333333337
290.721,0.4848850333333334
291.2032,0.48522798333333333
291.6853,0.4856491333333333
292.1674,0.48614235
292.6495,0.4866874666666667
293.1317,0.4872538333333334
293.6138,0.48780759999999995
294.0959,0.4883217166666667
294.578,0.48878376666666673
295.0602,0.48919966666666664
295.5423,0.4895894333333333
296.0244,0.4899797666666667
296.5065,0.4903940833333333
296.9886,0.49084500000000003
297.4708,0.49133103333333333
297.9529,0.4918393833333334
298.435,0.4923507333333333
298.9171,0.49284695000000006
299.3993,0.4933151333333334
299.8814,0.49374956666666664
300.3635,0.4941483
300.8456,0.49451013333333343
301.3278,0.49482975000000007
301.8099,0.49509716666666664
302.292,0.49529953333333326
302.7741,0.4954277166666666
303.2563,0.4954811666666667
303.7384,0.4954733
304.2205,0.49543015
304.7026,0.4953855
305.1848,0.4953716833333333
305.6669,0.4954104
306.149,0.49550591666666666
306.6311,0.4956439166666667
307.1133,0.49579485
307.5954,0.495924
308.0775,0.4960020833333334
308.5596,0.49601680000000004
309.0417,0.49597660000000005
309.5239,0.49591061666666664
310.006,0.49585865
310.4881,0.49586081666666665
310.9702,0.4959462666666667
311.4524,0.4961283166666666
311.9345,0.4964032833333334
312.4166,0.4967558
312.8987,0.4971652333333334
313.3809,0.4976122166666667
313.863,0.49808063333333336
314.3451,0.4985591166666667
314.8272,0.499039
315.3094,0.4995140333333334
315.7915,0.49998093333333343
316.2736,0.5004413333333334
316.7557,0.5009030833333333
317.2379,0.5013787333333334
317.72,0.5018823499999999
318.2021,0.5024248333333333
318.6842,0.5030088166666666
319.1664,0.503629
319.6485,0.5042735833333334
320.1306,0.5049308833333334
320.6127,0.5055937
321.0948,0.5062616999999999
321.577,0.5069386499999999
322.0591,0.5076268166666668
322.5412,0.5083198833333332
323.0233,0.5090000333333332
323.5055,0.5096397
323.9876,0.5102095833333333
324.4697,0.5106874333333332
324.9518,0.5110662333333335
325.434,0.5113562833333334
325.9161,0.5115812
326.3982,0.5117694166666668
326.8803,0.51194515
327.3625,0.5121218
327.8446,0.5123013
328.3267,0.5124764333333333
328.8088,0.51263695
329.291,0.5127734833333334
329.7731,0.5128808
330.2552,0.5129569333333333
330.7373,0.51300225
331.2195,0.5130191333333334
331.7016,0.51301255
332.1837,0.5129917333333333
332.6658,0.5129708666666667
333.1479,0.5129674166666667
333.6301,0.5129982166666668
334.1122,0.5130745833333333
334.5943,0.5131998666666666
335.0764,0.5133697333333332
335.5586,0.5135776833333333
336.0407,0.51382095
336.5228,0.5141050666666667
337.0049,0.5144434999999999
337.4871,0.5148523166666666
337.9692,0.5153400333333333
338.4513,0.51590075
338.9334,0.5165106666666667
339.4156,0.5171332500000001
339.8977,0.5177298166666667
340.3798,0.5182744333333333
340.8619,0.5187617166666666
341.3441,0.5192093999999999
341.8262,0.5196506333333333
342.3083,0.5201213333333333
342.7904,0.5206458833333333
343.2726,0.5212284833333334
343.7547,0.5218509833333332
344.2368,0.5224798
344.7189,0.5230755500000001
345.2011,0.5236043666666667
345.6832,0.5240448500000001
346.1653,0.5243906666666667
346.6474,0.5246478333333334
347.1295,0.5248311166666667
347.6117,0.5249584500000001
348.0938,0.5250481333333333
348.5759,0.52511575
349.058,0.5251734333333333
349.5402,0.5252281666666666
350.0223,0.52528145
350.5044,0.5253296333333334
350.9865,0.5253663666666667
351.4687,0.5253847333333335
351.9508,0.5253804666666667
352.4329,0.5253533166666667
352.915,0.5253067333333333
353.3972,0.5252449499999999
353.8793,0.5251715
354.3614,0.5250875166666666
354.8435,0.5249935833333333
355.3257,0.5248918166666666
355.8078,0.5247894666666667
356.2899,0.5246995166666667
356.7721,0.5246382666666666
357.2542,0.5246208833333333
357.7363,0.5246565833333334
358.2184,0.5247458333333334
358.7006,0.5248827
359.1827,0.5250590333333333
359.6648,0.5252712333333333
360.1469,0.5255234333333333
360.6291,0.5258263833333334
361.1112,0.5261905666666666
361.5933,0.5266183833333333
362.0754,0.5270973999999998
362.5576,0.5275998166666667
363.0397,0.5280887
363.5218,0.5285294
364.0039,0.5289000833333333
364.4861,0.5291990666666667
364.9682,0.5294431833333334
365.4503,0.5296605333333334
365.9324,0.5298787666666667
366.4146,0.5301168500000001
366.8967,0.5303808666666666
367.3788,0.5306667666666666
367.8609,0.5309668666666667
368.343,0.5312757499999999
368.8252,0.5315924333333334
369.3073,0.5319182166666667
369.7894,0.5322517333333333
370.2715,0.5325842999999999
370.7537,0.532899
371.2358,0.5331760166666667
371.7179,0.5333982833333334
372.2,0.5335588833333333
372.6822,0.5336640333333332
373.1643,0.5337307166666667
373.6464,0.53377945
374.1285,0.5338264833333334
374.6107,0.5338773833333333
375.0928,0.5339262333333333
375.5749,0.5339592666666667
376.057,0.5339625
376.5392,0.5339279499999999
377.0213,0.5338571666666666
377.5034,0.5337596166666668
377.9855,0.5336490500000001
378.4677,0.5335374333333333
378.9498,0.5334326
379.4319,0.5333378333333333
379.914,0.5332548166666667
380.3961,0.5331863666666666
380.8783,0.5331389999999999
381.3604,0.5331206
381.8425,0.5331381000000001
382.3246,0.5331929833333333
382.8068,0.5332794999999999
383.2889,0.5333853333333334
383.771,0.5334961666666667
384.2531,0.5336003666666667
384.7353,0.5336940666666666
385.2174,0.5337818
385.6995,0.5338757166666667
386.1816,0.53399005
386.6638,0.5341364666666667
387.1459,0.5343194833333333
387.628,0.5345353666666667
388.1101,0.5347731666666667
388.5923,0.53501785
389.0744,0.5352544666666668
389.5565,0.5354710166666666
390.0386,0.5356605666666667
390.5208,0.5358213833333333
391.0029,0.5359561166666668
391.485,0.5360706999999999
391.9671,0.5361726166666667
392.4492,0.5362692333333333
392.9314,0.5363666833333333
393.4135,0.5364689333333333
393.8956,0.5365765166666666
394.3777,0.5366866
394.8599,0.5367929166666666
395.342,0.5368873500000001
395.8241,0.5369605
396.3062,0.5370035333333334
396.7884,0.5370087166666667
397.2705,0.5369704
397.7526,0.5368847499999999
398.2347,0.5367503166666666
398.7169,0.5365675333333333
399.199,0.5363402666666667
399.6811,0.5360755833333334
400.1632,0.5357852166666667
400.6454,0.53548395
401.1275,0.5351897499999999
401.6096,0.5349195
402.0917,0.5346875166666667
402.5739,0.5345010166666667
403.056,0.5343594
403.5381,0.5342543166666668
404.0202,0.5341725333333334
404.5023,0.5340993333333333
404.9845,0.5340234166666668
405.4666,0.5339385833333333
405.9487,0.5338452666666667
406.4308,0.53374795
406.913,0.5336530833333334
407.3951,0.5335655
407.8772,0.5334875499999999
408.3593,0.5334183333333334
408.8415,0.53335665
409.3236,0.5333026666666666
409.8057,0.5332603666666665
410.2878,0.5332372166666667
410.77,0.5332431666666667
411.2521,0.5332867666666666
411.7342,0.53337285
412.2163,0.5334997833333333
412.6985,0.5336601
413.1806,0.5338407833333333
413.6627,0.5340271666666666
414.1448,0.5342049833333333
414.627,0.5343628166666666
415.1091,0.5344927666666667
415.5912,0.5345905333333333
416.0733,0.5346540833333333
416.5555,0.5346832333333333
417.0376,0.5346778666666667
417.5197,0.5346378666666666
418.0018,0.53456275
418.484,0.5344516833333333
418.9661,0.534304
419.4482,0.5341204
419.9303,0.5339038833333333
420.4125,0.53366065
420.8946,0.5334004833333333
421.3767,0.5331355
421.8588,0.5328779
422.341,0.5326367833333334
422.8231,0.5324154666666667
423.3052,0.5322105666666667
423.7873,0.5320122666666666
424.2695,0.5318089500000001
424.7516,0.5315902833333334
425.2337,0.53135215
425.7158,0.5310972166666668
426.198,0.5308349666666666
426.6801,0.5305771333333333
427.1622,0.5303338333333333
427.6443,0.5301096
428.1265,0.5299029333333333
428.6086,0.52970725
429.0907,0.5295150333333334
429.5728,0.5293213833333333
430.055,0.5291273666666666
430.5371,0.5289391500000001
431.0192,0.5287671500000001
431.5013,0.5286216833333334
431.9835,0.5285108333333334
432.4656,0.52843755
432.9477,0.5284007833333333
433.4298,0.5283954333333333
433.912,0.5284149666666668
434.3941,0.5284521166666667
434.8762,0.52849945
435.3583,0.52854915
435.8405,0.5285930333333333
436.3226,0.5286222500000001
436.8047,0.528629
437.2868,0.5286076333333333
437.769,0.5285566999999999
438.2511,0.5284792
438.7332,0.5283824666666667
439.2153,0.5282759500000002
439.6974,0.5281691999999999
440.1796,0.528069
440.6617,0.5279777333333333
441.1438,0.5278929166666666
441.6259,0.5278078833333333
442.1081,0.52771335
442.5902,0.5276003666666667
443.0723,0.5274612833333333
443.5544,0.5272927833333334
444.0366,0.5270955666666666
444.5187,0.5268742833333334
445.0008,0.5266365666666667
445.4829,0.5263912666666667
445.9651,0.52614655
446.4472,0.5259085833333333
446.9293,0.5256801000000001
447.4114,0.5254601666666666
447.8936,0.525244
448.3757,0.5250242000000002
448.8578,0.52479225
449.3399,0.5245407000000001
449.8221,0.5242657000000001
450.3042,0.5239693500000001
450.7863,0.5236604166666666
451.2684,0.52335435
451.7505,0.5230701166666667
452.2327,0.5228263666666667
452.7148,0.522637
453.1969,0.5225073666666666
453.679,0.5224332333333334
454.1612,0.5224028499999999
454.6433,0.5223997666666667
455.1254,0.5224090499999999
455.6075,0.5224199333333334
456.0897,0.5224277
456.5718,0.5224322666666666
457.0539,0.52243525
457.536,0.5224369666666667
458.0182,0.522435
458.5003,0.5224249333333334
458.9824,0.5224031833333332
459.4645,0.5223697833333333
459.9467,0.52232935
460.4288,0.5222899499999999
460.9109,0.5222595
461.393,0.5222412333333333
461.8752,0.5222308333333334
462.3573,0.5222166166666667
462.8394,0.5221833666666665
463.3215,0.5221160166666666
463.8036,0.5220053666666667
464.2858,0.5218489999999999
464.7679,0.5216510666666666
465.25,0.5214186500000001
465.7321,0.5211581833333333
466.2143,0.5208740000000001
466.6964,0.5205689166666666
467.1785,0.52024655
467.6606,0.5199141333333334
468.1428,0.5195825
468.6249,0.5192646166666666
469.107,0.5189702500000001
469.5891,0.5187026499999999
470.0713,0.5184552833333332
470.5534,0.5182148
471.0355,0.5179646833333335
471.5176,0.5176927666666667
471.9998,0.5173955833333334
472.4819,0.5170809
472.964,0.5167644666666665
473.4461,0.5164653
473.9283,0.5161988666666667
474.4104,0.5159729666666667
474.8925,0.5157857
475.3746,0.5156273833333334
475.8568,0.5154840166666667
476.3389,0.51534155
476.821,0.5151887666666667
477.3031,0.5150196333333333
477.7852,0.5148337000000001
478.2674,0.5146359333333334
478.7495,0.5144360166666667
479.2316,0.5142465166666667
479.7137,0.5140803333333334
480.1959,0.5139474666666667
480.678,0.51385175
481.1601,0.5137894166666667
481.6422,0.5137493000000001
482.1244,0.5137163833333332
482.6065,0.5136765166666667
483.0886,0.5136211166666665
483.5707,0.5135488166666667
484.0529,0.5134651499999999
484.535,0.5133775000000002
485.0171,0.5132905333333334
485.4992,0.5132018166666666
485.9814,0.5131023
486.4635,0.5129782166666667
486.9456,0.5128178666666667
487.4277,0.5126159666666666
487.9099,0.5123774833333333
488.392,0.5121165
488.8741,0.5118519833333334
489.3562,0.5116019333333334
489.8383,0.5113783666666667
490.3205,0.5111844166666667
490.8026,0.5110146833333333
491.2847,0.5108576833333333
491.7668,0.5106992833333333
492.249,0.5105262833333333
492.7311,0.5103283166666666
493.2132,0.5100987333333333
493.6953,0.5098356166666665
494.1775,0.5095412333333333
494.6596,0.50922125
495.1417,0.5088833
495.6238,0.5085355500000001
496.106,0.5081840666666667
496.5881,0.5078311999999999
497.0702,0.5074754
497.5523,0.5071129666666666
498.0345,0.5067411833333334
498.5166,0.5063613333333333
498.9987,0.5059801666666667
499.4808,0.5056094166666667
499.963,0.5052622833333333
500.4451,0.5049493666666667
500.9272,0.50467535
501.4093,0.50443815
501.8915,0.50423105
502.3736,0.5040465666666667
502.8557,0.5038797833333334
503.3378,0.5037303333333333
503.82,0.5036000833333333
504.3021,0.5034898666666666
504.7842,0.5033951166666667
505.2663,0.5033045333333334
505.7485,0.5032014
506.2306,0.5030689666666667
506.7127,0.50289615
507.1948,0.5026828333333334
507.677,0.5024400833333332
508.1591,0.50218705
508.6412,0.5019440666666667
509.1233,0.5017261333333334
509.6055,0.5015375833333333
510.0876,0.5013714
510.5697,0.50121245
511.0518,0.5010430166666667
511.534,0.5008482
512.0161,0.5006199833333334
512.4982,0.50035725
512.9803,0.5000649833333333
513.4625,0.4997504
513.9446,0.4994205333333333
514.4267,0.4990800833333333
514.9088,0.4987319333333334
515.3909,0.49837743333333334
515.873,0.4980181166666666
516.3552,0.4976554166666667
516.8373,0.4972915
517.3195,0.49692825
517.8016,0.4965666166666667
518.2837,0.4962065666666667
518.7658,0.49584711666666664
519.2479,0.4954863166666667
519.73,0.49512264999999994
520.2122,0.4947552333333333
520.6943,0.49438468333333335
521.1765,0.49401345
521.6586,0.49364611666666663
522.1407,0.49328844999999993
522.6228,0.49294715
523.1049,0.49262805000000004
523.587,0.4923353666666666
524.0692,0.49207034999999993
524.5513,0.4918314666666666
525.0334,0.4916144666666667
525.5156,0.4914140833333333
525.9977,0.49122411666666665
526.4798,0.49103965
526.9619,0.49085604999999993
527.444,0.4906697999999999
527.9261,0.49047750000000007
528.4083,0.49027701666666673
528.8904,0.49006700000000003
529.3726,0.48984836666666665
529.8547,0.4896240833333334
530.3368,0.48939891666666674
530.8189,0.48917773333333336
531.301,0.4889642666666667
531.7831,0.48875868333333333
532.2653,0.48855828333333334
532.7474,0.48835714999999996
533.2296,0.4881487500000001
533.7117,0.48792786666666665
534.1938,0.48769238333333337
534.6759,0.48744265
535.158,0.4871811
535.6401,0.48690971666666666
536.1223,0.4866285333333333
536.6044,0.48633528333333337
537.0865,0.48602605
537.5687,0.4856972333333333
538.0508,0.4853475333333333
538.5329,0.4849788333333333
539.015,0.48459555000000004
539.4971,0.4842029833333334
539.9792,0.48380531666666665
540.4614,0.48340378333333334
540.9435,0.4829963
541.4257,0.48257901666666664
541.9078,0.48214850000000004
542.3899,0.4817044000000001
542.872,0.4812507833333333
543.3541,0.4807961
543.8362,0.48035154999999996
544.3184,0.47992836666666666
544.8005,0.47953483333333335
545.2827,0.47917439999999994
545.7648,0.4788445333333334
546.2469,0.4785374666666667
546.729,0.47824225000000004
547.2111,0.47794721666666673
547.6932,0.4776429166666667
548.1754,0.4773243166666667
548.6575,0.47699169999999996
549.1396,0.47665074999999996
549.6218,0.4763108166666667
550.1039,0.47598213333333333
550.586,0.4756734166666667
551.0681,0.47538885000000003
551.5502,0.4751275
552.0324,0.47488289999999994
552.5145,0.4746454500000001
552.9966,0.4744046333333333
553.4788,0.4741517
553.9609,0.4738816833333333
554.443,0.47359365
554.9251,0.4732901833333332
555.4072,0.4729755666666666
555.8894,0.47265403333333333
556.3715,0.47232846666666667
556.8536,0.47199955
557.3358,0.47166654999999996
557.8179,0.4713275166666666
558.3,0.4709809333333333
558.7821,0.47062604999999996
559.2642,0.47026306666666673
559.7464,0.4698927833333333
560.2285,0.4695160166666666
560.7106,0.46913225
561.1927,0.46874005
561.6749,0.4683363333333333
562.157,0.4679180333333333
562.6391,0.46748303333333335
563.1212,0.46703171666666665
563.6034,0.4665678166666667
564.0855,0.4660984166666666
564.5676,0.46563245
565.0497,0.4651788333333333
565.5319,0.4647439499999999
566.014,0.46432978333333336
566.4961,0.46393339999999994
566.9782,0.46354819999999997
567.4604,0.4631654166666667
567.9425,0.46277781666666673
568.4246,0.4623808833333333
568.9067,0.46197445000000004
569.3889,0.46156183333333334
569.871,0.4611484666666666
570.3531,0.4607395166666666
570.8352,0.46033921666666666
571.3174,0.4599493333333333
571.7995,0.45957010000000004
572.2816,0.4592002833333333
572.7637,0.45883813333333334
573.2458,0.4584814
573.728,0.4581272
574.2101,0.45777209999999996
574.6922,0.45741224999999996
575.1744,0.45704391666666666
575.6565,0.45666506666666673
576.1386,0.4562753833333333
576.6207,0.45587761666666665
577.1028,0.45547595
577.585,0.45507538333333336
578.0671,0.4546796166666667
578.5492,0.4542901000000001
579.0314,0.4539055
579.5135,0.4535230166666666
579.9956,0.45313901666666667
580.4777,0.4527509666666667
580.9598,0.4523582333333333
581.442,0.45196193333333334
581.9241,0.45156415
582.4062,0.45116696666666667
582.8884,0.4507710166666667
583.3705,0.45037563333333336
583.8526,0.4499789
584.3347,0.4495782666666667
584.8168,0.44917190000000007
585.299,0.4487588333333333
585.7811,0.4483392666666666
586.2632,0.4479144833333333
586.7454,0.4474861666666666
587.2275,0.44705563333333326
587.7096,0.44662378333333336
588.1917,0.4461909
588.6738,0.4457567
589.1559,0.4453208166666666
589.6381,0.4448829666666667
590.1202,0.4444435666666667
590.6024,0.44400345
591.0845,0.4435642333333334
591.5666,0.44312740000000006
592.0487,0.4426941833333333
592.5308,0.4422644333333334
593.0129,0.44183675
593.4951,0.44140853333333335
593.9772,0.4409771666666667
594.4593,0.44054098333333336
594.9415,0.44010078333333325
595.4236,0.4396598333333334
595.9057,0.43922375
596.3878,0.43879856666666667
596.8699,0.4383892666666667
597.3521,0.4379977166666667
597.8342,0.4376227000000001
598.3163,0.4372600833333334
598.7985,0.4369053333333333
599.2806,0.4365544666666667
599.7627,0.43620681666666666
599.7631,0.44381998333333333
600.2452,0.44353586666666667
600.7273,0.4431935666666667
601.2094,0.44277950000000005
601.6915,0.44229908333333334
602.1737,0.44177625000000004
602.6558,0.44124699999999994
603.1379,0.44074854999999996
603.62,0.44030775000000005
604.1022,0.43993255
604.5843,0.4396092166666667
