W / cm-1,R Gamma,R Delta,W / cm-1,Eps KKG Gamma Real,Eps KKG Gamma Imag,Eps KKG Delta Real,Eps KKG Delta Imag,W / cm-1,Eps Fit Gamma Real,Eps Fit Gamma Imag,Eps Fit Delta Real,Eps Fit Delta Imag
497.6075,0.09585,0.0815,499.536,3.70535,9.05855,3.90662,8.88869,414.2071,5.13392,6.75325,5.30676,6.33301
499.5363,0.09635,0.08132,501.465,3.57547,9.0884,3.81071,9.0052,416.2081,5.13963,6.73603,5.33417,6.33184
501.465,0.09673,0.08227,503.394,3.44686,9.13916,3.57295,9.14026,418.2091,5.14774,6.72238,5.36172,6.33558
503.3937,0.09732,0.08347,505.322,3.2974,9.18983,3.3068,9.0599,420.2101,5.158,6.71249,5.38913,6.3441
505.3224,0.09796,0.08306,507.251,3.14138,9.21616,3.21102,8.87686,422.2111,5.17016,6.70655,5.4161,6.35732
507.2511,0.09842,0.08169,509.18,2.99836,9.23583,3.24823,8.82704,424.2121,5.18393,6.70473,5.44238,6.37511
509.1798,0.09883,0.08125,511.108,2.82996,9.28881,3.26141,8.94671,426.2131,5.19903,6.70719,5.46772,6.39735
511.1085,0.09962,0.0822,513.037,2.60386,9.31149,3.14403,9.13916,428.2141,5.21515,6.71405,5.49188,6.42395
513.0372,0.1003,0.08387,514.966,2.40261,9.22664,2.90823,9.26632,430.2151,5.23197,6.72544,5.51465,6.45478
514.966,0.1,0.0852,516.895,2.28485,9.13077,2.64751,9.28451,432.2161,5.24918,6.74146,5.53579,6.48973
516.8947,0.09942,0.08577,518.823,2.18227,9.1102,2.39386,9.25365,434.2171,5.26642,6.76218,5.55512,6.52868
518.8234,0.09951,0.08601,520.752,2.0292,9.1094,2.16832,9.15259,436.2181,5.28337,6.78766,5.57242,6.57152
520.7521,0.09995,0.08569,522.681,1.85744,9.04571,2.01871,9.00855,438.2191,5.29967,6.81794,5.58749,6.61813
522.6808,0.0999,0.08488,524.61,1.75255,8.92339,1.91902,8.90399,440.2201,5.31495,6.85304,5.60014,6.66839
524.6095,0.09911,0.08428,526.538,1.73213,8.84766,1.82379,8.82653,442.2211,5.32885,6.89294,5.61019,6.72218
526.5382,0.09847,0.0839,528.467,1.67784,8.90613,1.74938,8.73951,444.2221,5.34099,6.93763,5.61742,6.77937
528.4669,0.09921,0.08339,530.396,1.4888,8.9896,1.70177,8.68188,446.2231,5.351,6.98704,5.62166,6.83983
530.3956,0.10069,0.08305,532.324,1.26292,8.93194,1.62407,8.67794,448.2241,5.3585,7.04108,5.62271,6.90341
532.3243,0.10106,0.08325,534.253,1.1216,8.80115,1.52365,8.64639,450.2251,5.3631,7.09965,5.62039,6.96997
534.2531,0.10045,0.0833,536.182,1.01498,8.72492,1.45905,8.59484,452.2261,5.36443,7.16262,5.61449,7.03936
536.1818,0.10022,0.08308,538.111,0.88592,8.66383,1.3843,8.60937,454.2271,5.3621,7.22981,5.60484,7.11141
538.1105,0.10026,0.08345,540.039,0.77513,8.56364,1.25358,8.6354,456.2281,5.35574,7.30102,5.59126,7.18595
540.0392,0.09987,0.08412,541.968,0.70971,8.47365,1.09404,8.61889,458.2291,5.34498,7.37603,5.57354,7.26278
541.9679,0.09936,0.08457,543.897,0.64766,8.4453,0.9206,8.57173,460.2301,5.32945,7.45459,5.55152,7.34171
543.8966,0.09942,0.08486,545.825,0.517,8.4666,0.74637,8.47384,462.2311,5.3088,7.53638,5.52501,7.42253
545.8253,0.10033,0.08478,547.754,0.29257,8.45075,0.65119,8.31091,464.2321,5.2827,7.6211,5.49384,7.50499
547.754,0.10147,0.08385,549.683,0.05411,8.31098,0.66969,8.19615,466.2331,5.25083,7.70838,5.45785,7.58887
549.6828,0.10165,0.08281,551.611,-0.08771,8.07714,0.62272,8.25924,468.2341,5.21289,7.79783,5.41689,7.67389
551.6115,0.10043,0.08355,553.54,-0.13376,7.86155,0.39922,8.32371,470.2351,5.1686,7.88902,5.3708,7.75978
553.5402,0.09875,0.08514,555.469,-0.1318,7.70569,0.13488,8.19671,472.2361,5.11772,7.98151,5.31945,7.84625
555.4689,0.09728,0.08545,557.398,-0.14169,7.61302,0.02123,7.94107,474.2371,5.06004,8.07479,5.26272,7.93298
557.3976,0.09648,0.08398,559.326,-0.19145,7.5374,0.03688,7.75925,476.2381,4.99537,8.16836,5.20051,8.01966
559.3263,0.09613,0.08239,561.255,-0.24093,7.43245,0.02389,7.71048,478.2391,4.92357,8.26167,5.13274,8.10593
561.255,0.09551,0.08206,563.184,-0.25602,7.32611,-0.06282,7.67479,480.2401,4.84457,8.35416,5.05934,8.19144
563.1837,0.09462,0.08227,565.112,-0.27638,7.26416,-0.16201,7.58805,482.2411,4.75831,8.44524,4.98026,8.27581
565.1124,0.09419,0.08215,567.041,-0.33987,7.21786,-0.24824,7.484,484.2421,4.66479,8.53431,4.89551,8.35867
567.0412,0.09425,0.08183,568.97,-0.42248,7.13671,-0.32079,7.37744,486.2431,4.56409,8.62077,4.80508,8.43962
568.9699,0.09415,0.08142,570.899,-0.4844,7.02252,-0.3976,7.27637,488.2441,4.45633,8.704,4.70902,8.51825
570.8986,0.09359,0.0811,572.827,-0.51152,6.90871,-0.47543,7.16128,490.2451,4.34167,8.78339,4.60742,8.59417
572.8273,0.09275,0.08069,574.756,-0.5321,6.82613,-0.53528,7.03144,492.2461,4.22038,8.85834,4.50036,8.66695
574.756,0.09215,0.08005,576.685,-0.5925,6.761,-0.58696,6.90471,494.2471,4.09275,8.92825,4.38801,8.7362
576.6847,0.09207,0.07939,578.613,-0.67055,6.6522,-0.63132,6.77001,496.2481,3.95914,8.99257,4.27054,8.80149
578.6134,0.09176,0.07862,580.542,-0.69379,6.49649,-0.64287,6.62628,498.2491,3.81999,9.05077,4.14816,8.86245
580.5421,0.09052,0.07753,582.471,-0.65752,6.36532,-0.62997,6.50858,500.2501,3.67576,9.10235,4.02113,8.91867
582.4709,0.08894,0.07646,584.4,-0.6185,6.29407,-0.64247,6.42285,502.2511,3.527,9.14687,3.88973,8.96979
584.3996,0.08789,0.07585,586.328,-0.60698,6.25431,-0.66587,6.31674,504.2521,3.37428,9.18394,3.75429,9.01546
586.3283,0.0874,0.07516,588.257,-0.61534,6.21872,-0.65168,6.19216,506.2531,3.21822,9.21321,3.61517,9.05535
588.257,0.08714,0.07401,590.186,-0.64688,6.18565,-0.61573,6.10203,508.2541,3.05948,9.23443,3.47274,9.08917
590.1857,0.08713,0.07296,592.114,-0.70451,6.13837,-0.61732,6.04804,510.2551,2.89874,9.24738,3.32745,9.11664
592.1144,0.08725,0.07252,594.043,-0.75833,6.0576,-0.6441,5.96659,512.2561,2.7367,9.25195,3.17971,9.13754
594.0431,0.08703,0.07206,595.972,-0.78732,5.962,-0.6331,5.84698,514.2571,2.57406,9.24807,3.03001,9.15168
595.9718,0.08643,0.07096,597.9,-0.79793,5.87675,-0.57375,5.74685,516.2581,2.41153,9.23577,2.87882,9.15889
597.9005,0.08574,0.0696,599.829,-0.81593,5.80844,-0.50713,5.70476,518.2591,2.2498,9.21514,2.72664,9.15908
599.8293,0.08529,0.06867,601.758,-0.85042,5.73432,-0.50156,5.70668,520.2601,2.08954,9.18633,2.57399,9.15218
601.758,0.08497,0.06864,603.687,-0.87209,5.63479,-0.52978,5.6742,522.2611,1.93142,9.14959,2.42137,9.13816
603.6867,0.08428,0.0686,605.615,-0.85103,5.53303,-0.52789,5.61118,524.2621,1.77603,9.10521,2.2693,9.11707
605.6154,0.08309,0.06804,607.544,-0.81436,5.47209,-0.54148,5.57434,526.2631,1.62395,9.05353,2.11828,9.08896
607.5441,0.0821,0.06784,609.473,-0.80631,5.45008,-0.57504,5.51797,528.2641,1.4757,8.99496,1.9688,9.05396
609.4728,0.0818,0.06765,611.402,-0.83751,5.43143,-0.57082,5.43056,530.2651,1.33174,8.92995,1.82135,9.01223
611.4015,0.08198,0.06686,613.33,-0.89849,5.38901,-0.55622,5.36822,532.2661,1.19248,8.85898,1.67639,8.96396
613.3302,0.08229,0.06619,615.259,-0.96694,5.30525,-0.55694,5.3109,534.2671,1.05828,8.78256,1.53435,8.90941
615.2589,0.08233,0.0657,617.188,-0.99718,5.18279,-0.51762,5.23504,536.2681,0.92942,8.70121,1.39564,8.84883
617.1876,0.08158,0.06468,619.116,-0.97431,5.0676,-0.45326,5.20581,538.2691,0.80611,8.61548,1.26066,8.78254
619.1164,0.08024,0.06384,621.045,-0.94904,4.9937,-0.44362,5.23369,540.2701,0.68854,8.52592,1.12973,8.71088
621.0451,0.07924,0.064,622.974,-0.93847,4.93463,-0.48393,5.2414,542.2711,0.5768,8.43307,1.00318,8.63419
622.9738,0.07856,0.06443,624.903,-0.92338,4.87886,-0.51864,5.20875,544.2721,0.47094,8.33746,0.88127,8.55285
624.9025,0.07785,0.06446,626.831,-0.93614,4.83832,-0.54799,5.17545,546.2731,0.37094,8.23961,0.76426,8.46726
626.8312,0.07764,0.06444,628.76,-0.9722,4.77467,-0.5975,5.14143,548.2741,0.27676,8.14003,0.65233,8.37781
628.7599,0.07753,0.06461,630.689,-0.98202,4.67684,-0.65532,5.0744,550.2751,0.18829,8.03917,0.54566,8.28492
630.6886,0.07677,0.06459,632.617,-0.9614,4.58259,-0.66954,4.9739,552.2761,0.10538,7.93748,0.44436,8.18901
632.6173,0.07563,0.06387,634.546,-0.92299,4.51166,-0.64264,4.8956,554.2771,0.02786,7.83537,0.34854,8.09047
634.5461,0.07445,0.06293,636.475,-0.89687,4.47065,-0.63853,4.85861,556.2781,-0.04449,7.7332,0.25823,7.98973
636.4748,0.07371,0.06257,638.404,-0.91396,4.43296,-0.64941,4.8132,558.2791,-0.1119,7.63132,0.17347,7.88718
638.4035,0.0736,0.06229,640.332,-0.93464,4.35298,-0.65498,4.75888,560.2801,-0.17464,7.53002,0.09424,7.78322
640.3322,0.07316,0.06188,642.261,-0.90141,4.25117,-0.67753,4.70356,562.2811,-0.23297,7.42954,0.02051,7.67823
642.2609,0.07175,0.06164,644.19,-0.83759,4.18784,-0.67994,4.61988,564.2821,-0.28718,7.33011,-0.0478,7.57258
644.1896,0.07024,0.06095,646.118,-0.80406,4.16783,-0.64978,4.5397,566.2831,-0.33757,7.2319,-0.11077,7.46662
646.1183,0.06957,0.05994,648.047,-0.80321,4.14585,-0.61511,4.48202,568.2841,-0.38441,7.13504,-0.16853,7.36069
648.047,0.06935,0.05907,649.976,-0.8114,4.10455,-0.5609,4.43603,570.2851,-0.42799,7.03963,-0.22121,7.25511
649.9757,0.06908,0.05809,651.904,-0.82683,4.04606,-0.50699,4.42907,572.2861,-0.4686,6.94574,-0.26896,7.15017
651.9045,0.06876,0.05746,653.833,-0.82712,3.96163,-0.50119,4.45495,574.2871,-0.50649,6.85339,-0.31196,7.04616
653.8332,0.06798,0.05763,655.762,-0.78139,3.87195,-0.5367,4.46159,576.2881,-0.54193,6.76259,-0.35039,6.94333
655.7619,0.06645,0.05806,657.691,-0.71339,3.81832,-0.57868,4.4303,578.2891,-0.57513,6.6733,-0.38445,6.84194
657.6906,0.06491,0.05823,659.619,-0.6671,3.80138,-0.60544,4.37432,580.2901,-0.60632,6.58549,-0.41436,6.74219
659.6193,0.06405,0.05803,661.548,-0.64581,3.78993,-0.60381,4.31427,582.2911,-0.63567,6.49906,-0.44034,6.64429
661.548,0.06362,0.05749,663.477,-0.63951,3.76995,-0.59719,4.27555,584.2921,-0.66336,6.41395,-0.46261,6.54841
663.4767,0.06333,0.05708,665.405,-0.63913,3.73792,-0.61725,4.24634,586.2931,-0.68951,6.33006,-0.4814,6.45473
665.4054,0.06301,0.05705,667.334,-0.63906,3.69299,-0.64772,4.19001,588.2941,-0.71424,6.24727,-0.49697,6.36337
667.3342,0.06257,0.05691,669.263,-0.62447,3.63607,-0.65081,4.10659,590.2951,-0.73762,6.16548,-0.50954,6.27446
669.2629,0.06179,0.05623,671.192,-0.5869,3.58404,-0.62403,4.02777,592.2961,-0.75973,6.08459,-0.51938,6.18811
671.1916,0.0607,0.05524,673.12,-0.55031,3.55296,-0.58844,3.96525,594.2971,-0.78058,6.0045,-0.52672,6.10438
673.1203,0.05983,0.05428,675.049,-0.5261,3.52908,-0.53624,3.91078,596.2981,-0.8002,5.9251,-0.53182,6.02335
675.049,0.05922,0.05319,676.978,-0.50138,3.50017,-0.45894,3.88356,598.2991,-0.81858,5.84632,-0.53493,5.94507
676.9777,0.05855,0.05205,678.906,-0.46597,3.47555,-0.40863,3.90908,600.3002,-0.83569,5.76809,-0.53629,5.86954
678.9064,0.05776,0.05171,680.835,-0.43306,3.47129,-0.42384,3.94526,602.3012,-0.8515,5.69036,-0.53615,5.79679
680.8351,0.05722,0.05221,682.764,-0.43982,3.47884,-0.45508,3.93284,604.3022,-0.86595,5.61309,-0.53477,5.7268
682.7638,0.0574,0.05245,684.692,-0.46777,3.45155,-0.45608,3.89382,606.3032,-0.879,5.53626,-0.53236,5.65952
684.6925,0.05754,0.05211,686.621,-0.45295,3.39,-0.4501,3.86926,608.3042,-0.89058,5.45989,-0.52917,5.59492
686.6213,0.05668,0.05182,688.55,-0.41122,3.35151,-0.45416,3.84748,610.3052,-0.90065,5.38398,-0.52541,5.53292
688.55,0.05564,0.05167,690.479,-0.38768,3.34,-0.44581,3.81495,612.3062,-0.90916,5.30858,-0.52131,5.47343
690.4787,0.05516,0.05128,692.407,-0.37191,3.32386,-0.42416,3.794,614.3072,-0.91605,5.23372,-0.51707,5.41634
692.4074,0.05475,0.05084,694.336,-0.35372,3.30555,-0.42028,3.79239,616.3082,-0.92129,5.15949,-0.51287,5.36153
694.3361,0.05428,0.05078,696.265,-0.33802,3.29125,-0.4293,3.78306,618.3092,-0.92486,5.08594,-0.50889,5.30884
696.2648,0.05389,0.0508,698.193,-0.32284,3.27809,-0.42861,3.76518,620.3102,-0.92674,5.01317,-0.50529,5.25813
698.1935,0.05352,0.05063,700.122,-0.31149,3.26796,-0.43001,3.76001,622.3112,-0.92694,4.94126,-0.5022,5.2092
700.1222,0.05324,0.0506,702.051,-0.30356,3.2577,-0.45792,3.7603,624.3122,-0.92545,4.8703,-0.49974,5.16189
702.0509,0.05301,0.05093,703.98,-0.29559,3.24759,-0.50279,3.73509,626.3132,-0.92231,4.80038,-0.49799,5.11598
703.9797,0.05278,0.05124,705.908,-0.29272,3.24138,-0.52543,3.67894,628.3142,-0.91756,4.7316,-0.49703,5.07127
705.9084,0.05267,0.05102,707.837,-0.30162,3.23361,-0.51994,3.62511,630.3152,-0.91125,4.66405,-0.49687,5.02756
707.8371,0.05272,0.05048,709.766,-0.31563,3.21304,-0.51946,3.58706,632.3162,-0.90343,4.59781,-0.49754,4.98464
709.7658,0.05271,0.05014,711.694,-0.31829,3.17943,-0.51544,3.54149,634.3172,-0.89418,4.53296,-0.499,4.9423
711.6945,0.05239,0.04969,713.623,-0.30638,3.14726,-0.48573,3.49668,636.3182,-0.88357,4.46956,-0.50121,4.90034
713.6232,0.05186,0.04892,715.552,-0.28811,3.12715,-0.45307,3.47891,638.3192,-0.8717,4.40768,-0.50409,4.85858
715.5519,0.05136,0.04835,717.481,-0.27787,3.11956,-0.44152,3.47837,640.3202,-0.85865,4.34738,-0.50752,4.81686
717.4806,0.05112,0.0482,719.409,-0.28142,3.1127,-0.4488,3.46924,642.3212,-0.84452,4.2887,-0.51139,4.77504
719.4094,0.0511,0.04821,721.338,-0.28882,3.09565,-0.44302,3.44266,644.3222,-0.82941,4.23167,-0.51553,4.73298
721.3381,0.05103,0.0479,723.267,-0.29,3.07172,-0.41584,3.42731,646.3232,-0.81342,4.17633,-0.51979,4.69062
723.2668,0.05079,0.04742,725.196,-0.28676,3.04959,-0.41012,3.44079,648.3242,-0.79664,4.12268,-0.52399,4.64787
725.1955,0.0505,0.04747,727.124,-0.28659,3.02951,-0.43296,3.44787,650.3252,-0.77919,4.07073,-0.52795,4.60473
727.1242,0.05028,0.04782,729.053,-0.28206,3.00559,-0.44547,3.43251,652.3262,-0.76116,4.0205,-0.53149,4.5612
729.0529,0.04995,0.04784,730.982,-0.26709,2.98695,-0.44936,3.42475,654.3272,-0.74265,3.97197,-0.53443,4.5173
730.9816,0.04951,0.04782,732.91,-0.26419,2.9829,-0.47233,3.42886,656.3282,-0.72375,3.92512,-0.5366,4.47313
732.9103,0.04942,0.04815,734.839,-0.28086,2.97219,-0.51287,3.41934,658.3292,-0.70455,3.87995,-0.53786,4.42877
734.8391,0.04957,0.04859,736.768,-0.28411,2.94039,-0.54631,3.38821,660.3302,-0.68515,3.83641,-0.53807,4.38434
736.7678,0.04928,0.04876,738.697,-0.26366,2.91551,-0.56692,3.35241,662.3312,-0.66562,3.79448,-0.53714,4.34
738.6965,0.04868,0.04873,740.625,-0.25239,2.91839,-0.58853,3.3188,664.3322,-0.64604,3.75413,-0.53498,4.29591
740.6252,0.04853,0.04874,742.554,-0.27964,2.92579,-0.60263,3.28001,666.3332,-0.62649,3.71531,-0.53153,4.25223
742.5539,0.04905,0.04861,744.483,-0.31841,2.89691,-0.60783,3.24592,668.3342,-0.60703,3.67799,-0.52679,4.20916
744.4826,0.04938,0.0484,746.411,-0.31947,2.8402,-0.62113,3.22064,670.3352,-0.58774,3.6421,-0.52075,4.16688
746.4113,0.0488,0.04838,748.34,-0.28901,2.80189,-0.64335,3.19022,672.3362,-0.56868,3.60762,-0.51345,4.12558
748.34,0.04788,0.04845,750.269,-0.26375,2.79766,-0.66071,3.15,674.3372,-0.54989,3.57448,-0.50497,4.08543
750.2687,0.04741,0.04838,752.197,-0.26709,2.80923,-0.67624,3.10712,676.3382,-0.53144,3.54263,-0.4954,4.0466
752.1975,0.04759,0.04827,754.126,-0.2988,2.80794,-0.68813,3.05858,678.3392,-0.51336,3.51202,-0.48486,4.00925
754.1262,0.04811,0.04807,756.055,-0.33137,2.77568,-0.68532,3.0084,680.3402,-0.4957,3.48259,-0.47348,3.97352
756.0549,0.04833,0.04764,757.984,-0.3365,2.72639,-0.67862,2.96974,682.3412,-0.47851,3.4543,-0.46145,3.93953
757.9836,0.04791,0.04724,759.912,-0.32347,2.68863,-0.68771,2.93534,684.3422,-0.46181,3.42707,-0.44894,3.90739
759.9123,0.04729,0.04712,761.841,-0.31441,2.66648,-0.69833,2.88493,686.3432,-0.44563,3.40087,-0.43614,3.87715
761.841,0.0469,0.04691,763.77,-0.31121,2.64781,-0.68937,2.82326,688.3442,-0.43001,3.37562,-0.42328,3.84889
763.7697,0.04665,0.04631,765.698,-0.31363,2.62811,-0.66207,2.76821,690.3452,-0.41497,3.35128,-0.41057,3.82261
765.6984,0.04649,0.04546,767.627,-0.31916,2.60276,-0.62529,2.728,692.3462,-0.40052,3.3278,-0.39824,3.79831
767.6271,0.04633,0.04456,769.556,-0.31788,2.57078,-0.58597,2.70559,694.3472,-0.38668,3.30511,-0.38652,3.77596
769.5558,0.04598,0.04375,771.485,-0.30768,2.54018,-0.56154,2.69853,696.3482,-0.37347,3.28316,-0.37563,3.75549
771.4846,0.04548,0.0433,773.413,-0.29052,2.51838,-0.55333,2.68982,698.3492,-0.3609,3.26191,-0.36582,3.7368
773.4133,0.04494,0.0431,775.342,-0.28117,2.50892,-0.54118,2.67264,700.3502,-0.34898,3.2413,-0.35728,3.71976
775.342,0.04467,0.04277,777.271,-0.29026,2.49741,-0.52416,2.66048,702.3512,-0.33771,3.22127,-0.35023,3.70422
777.2707,0.04472,0.0424,779.199,-0.29105,2.46952,-0.51596,2.65693,704.3522,-0.3271,3.20179,-0.34485,3.68998
779.1994,0.04445,0.04224,781.128,-0.27104,2.44756,-0.51742,2.65269,706.3532,-0.31714,3.1828,-0.34131,3.67682
781.1281,0.04385,0.04223,783.057,-0.26718,2.44777,-0.52527,2.6429,708.3542,-0.30785,3.16426,-0.33975,3.6645
783.0568,0.04378,0.04228,784.986,-0.29009,2.44081,-0.5366,2.62432,710.3552,-0.2992,3.14611,-0.34026,3.65273
784.9855,0.04414,0.04232,786.914,-0.3029,2.40858,-0.53906,2.59701,712.3562,-0.29121,3.12832,-0.34291,3.64125
786.9143,0.04406,0.04215,788.843,-0.29559,2.37569,-0.53047,2.57255,714.3572,-0.28385,3.11084,-0.34774,3.62972
788.843,0.04359,0.04182,790.772,-0.28908,2.35632,-0.52439,2.55574,716.3582,-0.27714,3.09364,-0.35473,3.61785
790.7717,0.04327,0.04159,792.7,-0.29223,2.33908,-0.51561,2.54092,718.3592,-0.27104,3.07666,-0.36381,3.60532
792.7004,0.04316,0.04133,794.629,-0.29371,2.31493,-0.50571,2.53379,720.3602,-0.26556,3.05988,-0.37486,3.59182
794.6291,0.04295,0.04111,796.558,-0.28662,2.29169,-0.50505,2.53522,722.3612,-0.26068,3.04325,-0.38773,3.57705
796.5578,0.04258,0.04111,798.486,-0.28511,2.27545,-0.51485,2.53866,724.3622,-0.25638,3.02674,-0.40221,3.56074
798.4865,0.04239,0.0413,800.415,-0.28742,2.25644,-0.54298,2.53572,726.3632,-0.25265,3.01032,-0.41804,3.54266
800.4152,0.04225,0.04175,802.344,-0.28366,2.23554,-0.57068,2.51256,728.3642,-0.24948,2.99395,-0.43493,3.5226
802.3439,0.04197,0.04205,804.273,-0.28188,2.22076,-0.57487,2.48334,730.3652,-0.24685,2.9776,-0.45256,3.50042
804.2727,0.04179,0.04191,806.201,-0.28968,2.20633,-0.57826,2.47096,732.3662,-0.24474,2.96124,-0.47059,3.47601
806.2014,0.04181,0.04188,808.13,-0.29924,2.18351,-0.6017,2.46371,734.3672,-0.24312,2.94484,-0.48866,3.44933
808.1301,0.04179,0.04224,810.059,-0.30195,2.15523,-0.63048,2.44313,736.3682,-0.24199,2.92838,-0.50641,3.4204
810.0588,0.04158,0.04261,811.987,-0.29885,2.12912,-0.6517,2.41566,738.3692,-0.24131,2.91182,-0.52349,3.38928
811.9875,0.04127,0.04281,813.916,-0.29471,2.10854,-0.67883,2.3879,740.3702,-0.24107,2.89516,-0.53955,3.35611
813.9162,0.04099,0.04313,815.845,-0.29692,2.09152,-0.71011,2.34776,742.3712,-0.24125,2.87835,-0.55428,3.32107
815.8449,0.04088,0.04347,817.774,-0.30596,2.07006,-0.72219,2.29778,744.3722,-0.24183,2.86139,-0.56742,3.28437
817.7736,0.04088,0.04341,819.702,-0.31263,2.03925,-0.72458,2.25738,746.3732,-0.24277,2.84425,-0.57872,3.24629
819.7024,0.04075,0.04323,821.631,-0.3075,2.00475,-0.73867,2.22225,748.3742,-0.24407,2.82691,-0.58799,3.20712
821.6311,0.04033,0.04332,823.56,-0.2914,1.97892,-0.75364,2.17681,750.3752,-0.24568,2.80936,-0.5951,3.16717
823.5598,0.03974,0.04339,825.489,-0.28191,1.96693,-0.7541,2.12709,752.3762,-0.24761,2.79158,-0.59994,3.12677
825.4885,0.03942,0.04316,827.417,-0.28837,1.95608,-0.74966,2.08414,754.3772,-0.2498,2.77356,-0.60249,3.08626
827.4172,0.03947,0.04287,829.346,-0.29674,1.93526,-0.74577,2.04612,756.3782,-0.25225,2.75528,-0.60274,3.04598
829.3459,0.03948,0.04262,831.275,-0.30127,1.91011,-0.74238,2.01125,758.3792,-0.25493,2.73672,-0.60075,3.00625
831.2746,0.03937,0.0424,833.203,-0.30637,1.8839,-0.74345,1.97814,760.3802,-0.25782,2.71789,-0.59663,2.96739
833.2033,0.03927,0.04229,835.132,-0.30985,1.85429,-0.74982,1.94087,762.3812,-0.26088,2.69877,-0.5905,2.9297
835.132,0.03911,0.04229,837.061,-0.30864,1.82304,-0.75204,1.89759,764.3822,-0.2641,2.67936,-0.58257,2.89345
837.0607,0.03883,0.04219,838.99,-0.30373,1.79389,-0.74884,1.85413,766.3832,-0.26746,2.65964,-0.57303,2.85889
838.9895,0.03848,0.04198,840.918,-0.30006,1.76697,-0.74691,1.81012,768.3842,-0.27092,2.63961,-0.56213,2.82623
840.9182,0.03818,0.04181,842.847,-0.29561,1.73967,-0.73966,1.7629,770.3852,-0.27447,2.61927,-0.55016,2.79568
842.8469,0.03786,0.04152,844.776,-0.28866,1.71392,-0.72382,1.71828,772.3862,-0.27808,2.59861,-0.5374,2.76737
844.7756,0.03749,0.04104,846.704,-0.2839,1.69129,-0.70554,1.68123,774.3872,-0.28172,2.57763,-0.5242,2.74143
846.7043,0.0372,0.04052,848.633,-0.28416,1.66729,-0.69121,1.65073,776.3882,-0.28538,2.55633,-0.51088,2.71794
848.633,0.03703,0.04011,850.562,-0.28182,1.63959,-0.68734,1.61869,778.3892,-0.28904,2.53471,-0.49783,2.69692
850.5617,0.03677,0.03996,852.49,-0.27812,1.61219,-0.68524,1.57529,780.3902,-0.29266,2.51277,-0.48541,2.67836
852.4905,0.03648,0.03985,854.419,-0.27695,1.58312,-0.66716,1.52707,782.3912,-0.29623,2.49051,-0.47402,2.66217
854.4192,0.03625,0.03934,856.348,-0.27049,1.55074,-0.63831,1.48912,784.3922,-0.29972,2.46794,-0.46404,2.64824
856.3479,0.03586,0.03856,858.277,-0.25936,1.52063,-0.61507,1.46192,786.3932,-0.30312,2.44506,-0.45585,2.63636
858.2766,0.03536,0.03793,860.205,-0.24856,1.4938,-0.60055,1.43547,788.3942,-0.30641,2.42187,-0.44983,2.62626
860.2053,0.03489,0.03753,862.134,-0.23737,1.46878,-0.58716,1.40492,790.3952,-0.30956,2.39838,-0.44632,2.61763
862.134,0.03442,0.03716,864.063,-0.22801,1.44522,-0.57002,1.37375,792.3962,-0.31255,2.3746,-0.44561,2.61004
864.0627,0.03401,0.03669,865.991,-0.21986,1.42107,-0.55322,1.34414,794.3972,-0.31537,2.35053,-0.44793,2.60302
865.9914,0.03363,0.03623,867.92,-0.20985,1.39732,-0.53677,1.3148,796.3982,-0.318,2.32618,-0.45346,2.59605
867.9201,0.0332,0.03578,869.849,-0.20223,1.37557,-0.51994,1.28596,798.3992,-0.32042,2.30156,-0.46223,2.58854
869.8488,0.03285,0.03532,871.778,-0.19994,1.35107,-0.50515,1.25569,800.4002,-0.32262,2.27668,-0.47422,2.57988
871.7776,0.03264,0.03492,873.706,-0.19494,1.32036,-0.48773,1.22189,802.4012,-0.32456,2.25155,-0.48924,2.56945
873.7063,0.03232,0.03445,875.635,-0.18261,1.2886,-0.4615,1.19048,804.4022,-0.32626,2.22617,-0.507,2.55668
875.635,0.03178,0.03372,877.564,-0.16737,1.26027,-0.43347,1.1679,806.4032,-0.32767,2.20057,-0.52707,2.54102
877.5637,0.03117,0.03292,879.492,-0.1513,1.2353,-0.4139,1.15008,808.4042,-0.3288,2.17475,-0.54892,2.52204
879.4924,0.03055,0.03236,881.421,-0.13609,1.21348,-0.4016,1.12793,810.4052,-0.32963,2.14873,-0.57191,2.49941
881.4211,0.02997,0.03202,883.35,-0.12464,1.19291,-0.38693,1.09904,812.4062,-0.33014,2.12251,-0.59536,2.47294
883.3498,0.02951,0.03162,885.279,-0.11584,1.17031,-0.36437,1.06941,814.4072,-0.33033,2.09612,-0.61856,2.44259
885.2785,0.02912,0.03098,887.207,-0.1077,1.14346,-0.33743,1.04498,816.4082,-0.33017,2.06956,-0.64081,2.40848
887.2073,0.02873,0.03019,889.136,-0.09443,1.11272,-0.31229,1.02567,818.4092,-0.32967,2.04284,-0.66146,2.37087
889.136,0.02816,0.02944,891.065,-0.07162,1.08546,-0.2903,1.00829,820.4102,-0.32881,2.01599,-0.67994,2.33012
891.0647,0.0273,0.02878,892.993,-0.05046,1.06665,-0.26975,0.99156,822.4112,-0.32759,1.98902,-0.69581,2.28671
892.9934,0.02653,0.02816,894.922,-0.03796,1.04896,-0.25125,0.97509,824.4122,-0.32598,1.96193,-0.70871,2.24117
894.9221,0.02604,0.0276,896.851,-0.02535,1.0265,-0.23467,0.95706,826.4132,-0.324,1.93476,-0.71843,2.19406
